what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368717777112
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368717845918
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1368717871994
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1368717877546
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368717881283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368717881378
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1368717885744
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1368717964151
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1368718069783
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1368718083151
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368718087808
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368718103985
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368718110449
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368718115996
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1368718143791
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1368718161682
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1368718163097
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1368718285414
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368718291645
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1368718293189
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1368718293284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368718293303
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1368718305391
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1368718306513
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1368718310031
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1368718315282
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1368718334606
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1368718336056
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1368718338479
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368718361945
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368718395894
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1368718421022
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1368718440536
